"","track_name","album_name.y","track_number","lyrics_body","duration_ms"
"143","peace","folklore (deluxe version)",15,"Our coming-of-age has come and gone Suddenly the summer, it's clear I never had the courage of my convictions As long as danger is near And it's just around the corner, darling 'Cause it lives in me No, I could never give you peace  But I'm a fire, and I'll keep your brittle heart warm If your cascade ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",234000
"144","Picture To Burn","Taylor Swift",2,"State the obvious, I didn't get my perfect fantasy I realise you love yourself more than you could ever love me So go and tell your friends that I'm obsessive and crazy That's fine, you won't mind if I say And by the way  I hate that stupid old pickup truck You never let me drive You're a redneck heartbreaker Who's really bad at lying So watch me strike a match On all my wasted time As far as I'm concerned you're Just another picture to burn  There's no time for tears I'm just sitting here planning my revenge There's nothing stopping me From going out with all of your best friends ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",173066
"145","Question...?","Midnights (The Til Dawn Edition)",7,"I remember  Good girl, sad boy Big city, wrong choices We had one thing goin' on I swear that it was somethin' 'Cause I don't remember who I was Before you painted all my nights  A color I've searched for since But one thing after another Fuckin' situations, circumstances Miscommunications and I Have to say, by the way I just may like some explanations  Can I ask you a question? Did you ever have someone kiss you in a crowded room And every single one of your friends was makin' fun of you But 15 seconds later, thеy were clappin' too? Then what did you do?  Did you lеave her house in the middle of the night? (Oh) ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",210556
"146","Red (Taylor's Version)","Red (Taylor's Version)",2,"Loving him is like driving a new Maserati down a dead-end street  Faster than the wind, passionate as sin, ending so suddenly Loving him is like trying to change your mind Once you're already flying through the free fall Like the colors in autumn, so bright, just before they lose it all  Losing him was blue like I'd never known Missing him was dark gray, all alone Forgetting him was like tryin' know somebody you never met But loving him was red  Loving him was red  Touching him was like realizing all you ever wanted Was right there in front of you Memorizing him was as easy as knowing all the words ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",223093
"147","Renegade - Pop Version","Renegade (Pop Version)",1,"I tapped on your window on your darkest night The shape of you was jagged and weak There was nowhere for me to stay, but I stayed anyway And if I would've known How many pieces you had crumbled into I might've let them lay  Are you really gonna talk about timing in times like these? And let all your damage damage me? Carry your baggage up my street And make me your future history, it's time You've come a long way Open the blinds, let me see your face You wouldn't be the first renegade to need somebody  Is it insensitive for me to say ""Get your - together so I can love you""? Is it really your anxiety that stops you from giving me everything Or do you just not want to?  I tapped on your window on your darkest night ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",231526
"148","right where you left me - bonus track","evermore (deluxe version)",16,"Friends break up, friends get married Strangers get born, strangers get buried Trends change, rumors fly through new skies But I'm right where you left me Matches burn after the other Pages turn and stick to each other Wages earned and lessons learned But I, I'm right where you left me  Help, I'm still at the restaurant Still sitting in a corner I haunt Cross-legged in the dim light They say, ""What a sad sight"" I, I swear you could hear a hair pin drop Right when I felt the moment stop Glass shattered on the white cloth Everybody moved on I, I stayed there Dust collected on my pinned-up hair They expected me to find somewhere Some perspective, but I sat and stared ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",245026
"149","Ronan (Taylor's Version)","Red (Taylor's Version)",21,"I remember your bare feet down the hallway I remember your little laugh Race cars on the kitchen floor, plastic dinosaurs I love you to the moon and back  I remember your blue eyes looking into mine Like we had our own secret club I remember you dancing before bedtime Then jumping on me, waking me up  I can still feel you hold my hand, little man And even the moment I knew You fought it hard like an army guy Remember I leaned in and whispered to you?  Come on, baby, with me We're gonna fly away from here You were my best four years ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",264253
"150","Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",28,"One, two, three, four  Give me the keys, I'll bring the car back around We shouldn't be in this town And my so-called friends, they don't know I'd drive away before I let you go So give me a reason and don't say no, no  There's a chain 'round your throat Piece of paper where I wrote ""I'll wait for you"" There's a key on the chain There's a picture in a frame Take it with you  And run Like you'd run from the law Darling, let's run Run from it all We can go where our eyes can take us Go where no one else is, run ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",240226
"151","Sad Beautiful Tragic (Taylor's Version)","Red (Taylor's Version)",12,"Long handwritten note, deep in your pocket  Words, how little they mean, when you're a little too late I stood right by the tracks, your face in a locket  Good girls, hopeful they'll be and long they will wait  We had a beautiful, magic love there What a sad, beautiful, tragic love affair  In dreams, I meet you in warm conversation ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",284773
"152","Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version)","The More Red (Taylor’s Version) Chapter",6,"I remember tears streaming down your face When I said, ""I'll never let you go"" When all those shadows almost killed your light I remember you said, ""Don't leave me here alone"" But all that's dead and gone and passed tonight  Just close your eyes The sun is going down You'll be alright No one can hurt you now Come morning light You and I'll be safe and sound  Don't you dare look out your window Darlin', everything's on fire The war outside our door keeps ragin' on Hold on to this lullaby Even when the music's gone, gone ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",239668
"153","Say Don't Go (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]",18,"I've known it from the very start We're a shot in the darkest dark Oh no, oh no, I'm unarmed The waiting is a sadness Fading into madness Oh no, oh no, it won't stop  I'm standin' on a tightrope alone I hold my breath a little bit longer Halfway out the door, but it won't close I'm holdin' out hope for you to say, ""Don't go"" I would stay forever if you say, ""Don't go""  Why'd you have to lead me on? Why'd you have to twist the knife? Walk away and leave me bleedin', bleedin' Why'd you whisper in the dark Just to leave me in the night? Now your silence has me screamin', screamin'  (Say) say, ""(Don't) don't (go) go"" I would stay forever if you (say) say, ""(Don't) don't (go) go"" (Say, say, say, say)  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",279833
"154","seven","folklore (deluxe version)",7,"Please picture me in the trees I hit my peak at seven Feet in the swing over the creek I was too scared to jump in But I, I was high in the sky With Pennsylvania under me Are there still beautiful things?  Sweet tea in the summer Cross your heart won't tell no other And though I can't recall your face I still got love for you Your braids like a pattern Love you to the Moon and to Saturn ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",208906
"155","Shake It Off (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",6,"I stay out too late Got nothing in my brain That's what people say, mm-mm That's what people say, mm-mm I go on too many dates But I can't make 'em stay At least that's what people say, mm-mm That's what people say, mm-mm  But I keep cruisin' Can't stop, won't stop movin' It's like I got this music in my mind Sayin', ""It's gonna be alright""  'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake Shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off  I never miss a beat I'm lightnin' on my feet And that's what they don't see, mm-mm That's what they don't see, mm-mm ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",219209
"156","Should've Said No","Taylor Swift",9,"It's strange to think the songs we used to sing The smiles, the flowers, everything is gone Yesterday I found out about you Even now just looking at you feels wrong You say that you'd take it all back, given one chance It was a moment of weakness and you said yes  You should've said no, you should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd get back to me And I should've been there, in the back of your mind I shouldn't be asking myself why You shouldn't be begging for forgiveness at my feet You should've said no, baby and you might still have me ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",242200
"157","Snow On The Beach (feat. Lana Del Rey)","Midnights (The Til Dawn Edition)",4,"One night, a few moons ago, I Saw flecks of what could've been lights But it might just have been you Passing by unbeknownst to me Life is emotionally abusive And time can't stop me quite like you did And my flight was awful, thanks for asking I'm unglued - thanks to you  And it's like snow at the beach Weird, but it was beautiful Flying in a dream Stars by the pocketful You wanting me Tonight feels impossible But it's comin' down, no sound, it's all around Like snow on the beach Like snow on the beach Like snow on the beach Like snow  This scene feels like what I once saw on a screen I searched 'aurora borealis green' ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",256124
"158","Snow On The Beach (feat. More Lana Del Rey)","Midnights (The Til Dawn Edition)",22,"One night, a few moons ago, I Saw flecks of what could've been lights But it might just have been you Passing by unbeknownst to me  Life is emotionally abusive And time can't stop me quite like you did And my flight was awful, thanks for asking I'm unglued, thanks to you  And it's like snow at the beach, weird, but fuckin' beautiful Flying in a dream, stars by the pocketful You wanting me tonight, feels impossible But it's comin' down, no sound, it's all around  Like snow on the beach Like snow on the beach Like snow on the beach Like snow, (ah), ah  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",229942
"159","So It Goes...","reputation",7,"See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip-trippin' when you're gone  'Cause we breakdown a little But when you get me alone, it's so simple 'Cause baby, I know what you know We can feel it  And all the pieces fall Right into place Getting caught up in a moment Lipstick on your face So it goes I'm yours to keep And I'm yours to lose You know I'm not a bad girl But I do bad things with you So it goes  Met you in a bar All eyes on me, your illusionist All eyes on us ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",227906
"160","Soon You’ll Get Better (feat. The Chicks)","Lover",12,"The buttons of my coat were tangled in my hair In doctor's office lighting, I didn't tell you I was scared That was the first time we were there Holy orange bottles, each night, I pray to you Desperate people find faith, so now I pray to Jesus too And I say to you...  Ooh-ah Soon, you'll get better Ooh-ah Soon, you'll get better Ooh-ah You'll get better soon 'Cause you have to  I know delusion when I see it in the mirror You like the nicer nurses, you make the best of a bad deal I just pretend it isn't real ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",201586
"161","Sparks Fly (Taylor’s Version)","Speak Now (Taylor's Version)",2,"The way you move is like a full-on rainstorm, and I'm a house of cards You're the kind of reckless that should send me running But I kinda know that I won't get far And you stood there in front of me, just close enough to touch Close enough to hope you couldn't see what I was thinking of  Drop everything now, meet me in the pouring rain Kiss me on the sidewalk, take away the pain 'Cause I see sparks fly whenever you smile Get me with those green eyes, baby, as the lights go down Give me something that'll haunt me when you're not around 'Cause I see sparks fly whenever you smile  My mind forgets to remind me you're a bad idea ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",261230
"162","Speak Now (Taylor's Version)","Speak Now (Taylor's Version)",4,"I am not the kind of girl Who should be rudely barging in on a white-veil occasion But you are not the kind of boy Who should be marrying the wrong girl  I sneak in and see your friends And her snotty little family all dressed in pastel And she is yelling at a bridesmaid Somewhere back inside a room, wearing a gown shaped like a pastry  This is surely not what you thought it would be I lose myself in a daydream Where I stand and say  Don't say yes, run away now I'll meet you when you're out of the church at the back door Don't wait or say a single vow You need to hear me out, and they said, ""Speak now""  Fond gestures are exchanged And the organ starts to play a song that sounds like a death march ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",242473
"163","Starlight (Taylor's Version)","Red (Taylor's Version)",15,"I said, ""Oh my, what a marvelous tune"" It was the best night, never would forget how we moved The whole place was dressed to the nines And we were dancing, dancing Like we're made of starlight Like we're made of starlight  I met Bobby on the boardwalk, summer of '45 Picked me up late one night out the window We were seventeen and crazy running wild, wild Can't remember what song he was playing when we walked in The night we snuck into a yacht club party Pretending to be a duchess and a prince  And I said, ""Oh my, what a marvelous tune"" It was the best night, never would forget how we moved The whole place was dressed to the nines ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",220413
"164","State Of Grace (Taylor's Version)","Red (Taylor's Version)",1,"I'm walking fast through the traffic lights Busy streets and busy lives And all we know is touch and go We are alone with our changing minds We fall in love 'til it hurts or bleeds or fades in time  And I never (I never) Saw you coming And I'll never (never) Be the same  You come around and the armor falls Pierce the room like a cannonball Now all we know is don't let go We are alone, just you and me Up in your room and our slates are clean ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",295413
"165","Stay Beautiful","Taylor Swift",8,"Corey's eyes are like a jungle He smiles, it's like the radio He whispers songs into my window in words that nobody knows These pretty girls on every corner They watch him as he's walking home, saying, ""Does he know?"" Will you ever know?  You're beautiful Every little piece, love And don't you know You're really gonna be someone Ask anyone And when you find everything you looked for I hope your life will lead you back to my door Oh, but if it don't Stay beautiful  Corey finds another way to be the highlight of my day I'm taking pictures in my mind so I can save them for a rainy day ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",236053
"166","Stay Stay Stay (Taylor's Version)","Red (Taylor's Version)",9,"I'm pretty sure we almost broke up last night I threw my phone across the room at you I was expecting some dramatic turn away But you stayed  This morning I said we should talk about it 'Cause I read you should never leave a fight unresolved That's when you came in wearing a football helmet And said, ""Okay, let's talk"" And I said  Stay, stay, stay I've been loving you for quite some time, time, time You think that it's funny when I'm mad, mad, mad But I think that it's best if we both stay  Before you, I'd only dated self-indulgent takers ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",205786
"167","Style (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",3,"Midnight You come and pick me up, no headlights  Long drive Could end in burning flames or paradise Fade into view, oh It's been a while since I have even heard from you (Heard from you)  I should just tell you to leave, 'cause I Know exactly where it leads, but I Watch us go 'round and 'round each time  You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",231000
"168","Suburban Legends (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]",20,"You had people who called you on unmarked numbers In my peripheral vision I let it slide like a hose on a slippery plastic summer All was quickly forgiven You were so magnetic, it was almost obnoxious Flush with the currency of cool I was always turnin' out my empty pockets And when it came to you  I didn't come here to make friends We were born to be suburban legends When you hold me, it holds me together And you kiss me in a way that's gonna screw me up forever  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",171818
"169","Superman (Taylor’s Version)","Speak Now (Taylor's Version)",16,"Tall, dark, and superman He puts papers in his briefcase and drives away To save the world or go to work It's the same thing to me He's got his mother's eyes, his father's ambition I wonder if he knows how much that I miss him I hang on every word you say, yeah  And you'll smile and say, ""How are you?"" And I'll say, ""Just fine"" I always forget to tell you, ""I love you I love you forever""  I watch Superman fly away You got a busy day today Go save the world, I'll be around And I watch Superman fly away Come back, I'll be with you someday I'll be right here on the ground When you come back down  Tall, dark, and beautiful ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",274945
"170","Superstar (Taylor’s Version)","Fearless (Taylor's Version)",18,"This is wrong, but I can't help but feel like There ain't nothing more right, babe Misty morning comes again and I can't Help but wish I could see your face I knew from the first note played I'd be breaking all my rules to see you You smile that beautiful smile And all the girls in the front row scream your name  So dim that spotlight, tell me things like ""I can't keep my eyes off of you"" I'm no one special, just another wide-eyed girl Who's desperately in love with you Give me a photograph to hang on my wall Superstar ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",263865
"171","Sweet Nothing","Midnights (The Til Dawn Edition)",12,"I spy with my little tired eye Tiny as a firefly A pebble that we picked up last July Down deep inside your pocket We almost forgot it Does it ever miss Wicklow sometimes?  They said the end is coming Everyone's up to something I find myself running home to your sweet nothings Outside, they're push and shoving You're in the kitchen humming All that you ever wanted from me was sweet nothing  On the way home ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",188496
"172","Sweeter Than Fiction - From ""One Chance"" Soundtrack","Sweeter Than Fiction",1,"Hit the ground, hit the ground, hit the ground, oh oh Only sound, only sound that you hear is no You never saw it coming, sep't when you started running And now you've come undone, I, I, I, I Seen you fall, Seen you crawl, on your knees, Eh, Eh Seen you lost in a crowd, Seen your colors fade Wish I could make it better, Someday you won't remember This pain you thought would last forever and ever  There you'll stand, ten feet tall, I will say, I knew it all along Your eyes, wider than distance This life, sweeter than fiction  Just a shot, just a shot, in the dark, oh oh All you got, all you got are your shattered hopes They never saw it coming, you hit the ground running And know you're on to something, I, I, I say What a sight, what a sight when the light came on ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",237640
"173","Teardrops on My Guitar - Pop Version","Taylor Swift",15,"Drew looks at me I fake a smile so he won't see That I want and I'm needing Everythin' that we should be  I'll bet she's beautiful That girl he talks about And she's got everythin' That I have to live without  Drew talks to me I laugh 'cause it's just so funny But I can't even see Anyone when he's with me  He says he's so in love He's finally got it right I wonder if he knows ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",179066
"174","Tell Me Why (Taylor’s Version)","Fearless (Taylor's Version)",8,"I took a chance, I took a shot And you might think I'm bulletproof but I'm not You took a swing, I took it hard And down here from the ground, I see who you are  I'm sick and tired of your attitude I'm feeling like I don't know you You tell me that you love me, then you cut me down And I need you like a heartbeat But you know you got a mean streak Makes me run for cover when you're around Here's to you and your temper Yes, I remember what you said last night And I know that you see what you're doing to me Tell me why  Well, you could write a book on ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",200575
"175","That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",24,"You said, ""I know"" when I said ""I need some time, need some space To think about all of this"" And you watched me go And I knew my words were hard to hear And harder to ever take back  And I said ""When can I, I, I come back?"" And you said  ""That's when, when I wake up in the morning That's when, when it's sunny or storming Laughing, when I'm crying And that's when I'll be waiting at the front gate That's when, when I see your face I'll let you in, and baby, that's when"" ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",189495
"176","the 1","folklore (deluxe version)",1,"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though  I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made  I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now  But we were something, don't you think so? Roaring 20s, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",210240
"177","The Archer","Lover",5,"Combat I'm ready for combat I say I don't want that, but what if I do? 'Cause cruelty wins in the movies I've got a hundred thrown out speeches I almost said to you  Easy they come, easy they go I jump from the train, I ride off alone I never grew up, it's getting so old Help me hold onto you  I've been the archer I've been the prey Who could ever leave me, darling? But who could stay?  Dark side I search for your dark side But what if I'm all right, right, right, right here? And I cut off my nose just to spite my face ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",211240
"178","The Best Day (Taylor’s Version)","Fearless (Taylor's Version)",12,"I'm five years old, it's getting cold, I've got my big coat on I hear your laugh and look up smiling at you, I run and run Past the pumpkin patch and the tractor rides Look now, the sky is gold I hug your legs and fall asleep on the way home  I don't know why all the trees change in the fall But I know you're not scared of anything at all Don't know if Snow White's house is near or far away But I know I had the best day with you today  I'm 13 now And don't know how my friends could be so mean ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",245290
"179","The Great War","Midnights (The Til Dawn Edition)",14,"My knuckles were bruised like violets Sucker punching walls, cursed you as I sleep talked Spineless in my tomb of silence Tore your banners down, took the battle underground And maybe it was egos swinging Maybe it was her Flashes of the battle come back to me in a blur  All that bloodshed, crimson clover Uh-uh, sweet dream was over My hand was the one you reached for All throughout the Great War Always remember, uh-uh Tears on the letter I vowed not to cry anymore If we survived the Great War  You drew up some good faith treaties I drew curtains closed, drank my poison all alone You said I have to trust more freely But diesel is desire, you were playing with fire ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",240355
"180","The Joker And The Queen (feat. Taylor Swift)","The Joker And The Queen (feat. Taylor Swift)",1,"How was I to know? It's a crazy thing I showed you my hand And you still let me win And who was I to say That this was meant to be? The road that was broken Brought us together  And I know you could fall for a thousand kings And hearts that would give you a diamond ring ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",185422
"181","the lakes - bonus track","folklore (deluxe version)",17,"Is it romantic how all my elegies eulogize me? I'm not cut out for all these cynical clones These hunters with cell phones  Take me to the lakes where all the poets went to die I don't belong, and my beloved, neither do you Those Windermere peaks look like a perfect place to cry I'm setting off, but not without my muse  What should be over burrowed under my skin In heart-stopping waves of hurt ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",211813
"182","the lakes - original version","the lakes (original version)",1,"Is it romantic how all my elegies eulogize me? I'm not cut out for all these cynical clones These hunters with cellphones  Take me to the lakes where all the poets went to die I don't belong And my beloved, neither do you Those Windermere peaks look like a perfect place to cry I'm settin' off, but not without my muse  What should be over burrowed under my skin In heart-stoppin' waves of hurt I've come too far to watch some name-droppin' sleaze Tell me what are my words worth  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",227203
"183","the last great american dynasty","folklore (deluxe version)",3,"Rebekah rode up on the afternoon train It was sunny Her saltbox house on the coast took her mind off St. Louis Bill was the heir to the Standard Oil name and money And the town said, ""How did a middle-class divorcee do it?""  The wedding was charming, if a little gauche There's only so far new money goes They picked out a home and called it ""Holiday House"" Their parties were tasteful, if a little loud The doctor had told him to settle down It must have been her fault his heart gave out  And they said ""There goes the last great American dynasty Who knows, if she never showed up, what could've been ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",231000
"184","The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)","Red (Taylor's Version)",10,"I find myself at your door Just like all those times before I'm not sure how I got there All roads, they lead me here I imagine you are home In your room, all alone And you open your eyes into mine And everything feels better  And right before your eyes I'm breaking No past, no reasons why Just you and me  This is the last time I'm asking you this Put my name at the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye, eye, eye  You find yourself at my door And just like all those times before You wear your best apology But I was there to watch you leave And all the times I let you in ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",299080
"185","The Lucky One (Taylor's Version)","Red (Taylor's Version)",13,"New to town with a made-up name In the angel's city, chasing fortune and fame And the camera flashes make it look like a dream  You had it figured out since you were in school Everybody loves pretty, everybody loves cool So overnight, you look like a '60s queen  Another name goes up in lights Like diamonds in the sky  And they'll tell you now, you're the lucky one Yeah, they'll tell you now, you're the lucky one But can you tell me now you're the lucky one? Oh, oh, oh  Now it's big black cars and Riviera views And your lover in the foyer doesn't even know you ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",240466
"186","The Man","Lover",4,"I would be complex I would be cool They'd say I played the ﬁeld before I found someone to commit to And that would be ok For me to do Every conquest I had made would make me more of a boss to you  I'd be a fearless leader I'd be an alpha type When everyone believes ya What's that like?  I'm so sick of running as fast as I can Wondering if I'd get there quicker If I was a man And I'm so sick of them coming at me again 'Cause if I was a man Then I'd be the man I'd be the man I'd be the man  They'd say I hustled Put in the work ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",190360
"187","The Moment I Knew (Taylor's Version)","Red (Taylor's Version)",17,"You should've been there Should've burst through the door With that ""Baby, I'm right here, smile"" And it would've felt like A million little shining stars had just aligned And I would've been so happy  Christmas lights glisten I've got my eye on the door Just waiting for you to walk in But the time is ticking  People ask me how I've been As I comb back through my memory How you said you'd be here You said you'd be here  And it was like slow motion Standing there in my party dress In red lipstick With no one to impress And they're all laughing As I'm looking around the room But there was one thing missing ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",285280
"188","The Other Side Of The Door (Taylor’s Version)","Fearless (Taylor's Version)",19,"In the heat of the fight, I walked away Ignorin' words that you were sayin' Tryna make me stay I said, ""This time I've had enough"" And you've called a hundred times But I'm not picking up  'Cause I'm so mad, I might tell you that it's over But if you look a little closer  I said, ""Leave"", but all I really want is you To stand outside my window, throwin' pebbles Screamin', ""I'm in love with you"" Wait there in the pourin' rain, comin' back for more And don't you leave, 'cause I know All I need is on the other side of the door  Me and my stupid pride are sittin' here alone ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",238443
"189","The Outside","Taylor Swift",6,"I didn't know what I would find When I went lookin' for a reason I know I didn't read between the lines And baby I've got nowhere to go  I tried to take the road less traveled by But nothing seems to work the first few times, am I right?  So, how can I ever try to be better? Nobody ever let's me in And I can still see you, this ain't the best view On the outside looking in I've been a lot of lonely places ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",207106
"190","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)",7,"I used to think one day we'd tell the story of us How we met and the sparks flew instantly And people would say, ""They're the lucky ones""  I used to know my place was the spot next to you Now I'm searching the room for an empty seat 'Cause lately, I don't even know what page you're on  Oh, a simple complication Miscommunications lead to fallout So many things that I wish you knew So many walls up, I can't break through  Now I'm standing alone in a crowded room, and we're not speaking  And I'm dying to know, is it killing you like it's killing me? Yeah  I don't know what to say since the twist of fate when it all broke down And the story of us looks a lot like a tragedy now  Next chapter ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",267653
"191","The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version)",29,"I wish I could fly I'd pick you up, and we'd go back in time I'd write this in the sky I miss you like it was the very first night  And so it goes Every weekend, this same party I never go alone And I don't seem brokenhearted My friends all say they know Everything I'm going through I drive down different roads But they all lead back to you  'Cause they don't know about the night in the hotel They weren't riding in the car when we both fell Didn't read the note on the Polaroid picture They don't know how much I miss you  I wish I could fly I'd pick you up, and we'd go back in time I'd write this in the sky ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",200280
"192","The Way I Loved You (Taylor’s Version)","Fearless (Taylor's Version)",10,"He is sensible and so incredible And all my single friends are jealous He says everything I need to hear And it's like I couldn't ask for anything better He opens up my door and I get into his car And he says, ""You look beautiful tonight"" And I feel perfectly fine  But I miss screaming and fighting and kissing in the rain And it's 2:00 a.m. and I'm cursing your name So in love that you act insane And that's the way I loved you Breakin' down and coming undone It's a roller coaster kinda rush And I never knew I could feel that much And that's the way I loved you  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",243136
"193","this is me trying","folklore (deluxe version)",9,"I've been having a hard time adjusting I had the shiniest wheels, now they're rusting I didn't know if you'd care if I came back I have a lot of regrets about that Pulled the car off the road to the lookout Could've followed my fears all the way down And maybe I don't quite know what to say But I'm here in your doorway  I just wanted you to know That this is me trying I just wanted you to know That this is me trying ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",195106
"194","This Is Why We Can't Have Nice Things","reputation",13,"It was so nice throwin' big parties Jump into the pool from the balcony Everyone swimmin' in a champagne sea And there are no rules when you show up here Bass beat rattling the chandelier Feelin' so Gatsby for that whole year  So why'd you have to rain on my parade? I'm shaking my head and locking the gates  This is why we can't have nice things, darlin' Because you break them, I had to take them away This is why we can't have nice things, honey (oh) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things  It was so nice being friends again ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",207133
"195","This Love (Taylor’s Version)","1989 (Taylor's Version) [Deluxe]",11,"Clear blue water High tide came and brought you in And I could go on and on, on and on, and I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone  In silent screams In wildest dreams I never dreamed of this  This love is good This love is bad This love is alive Back from the dead (oh oh oh) These hands had to let it go free And this love came back to me (oh oh oh) Oh, oh, oh Oh, oh, oh  Tossing, turning Struggled through the night with someone new Baby, I could go on and on, on and on Lantern, burning Flickered in the night for only you ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",250100
"196","Tied Together with a Smile","Taylor Swift",7,"Seems the only one who doesn't see your beauty Is the face in the mirror looking back at you You walk around here thinking you're not pretty But that's not true 'Cause I know you  Hold on, baby, you're losing it The water's high, you're jumping into it And letting go and no one knows That you cry but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone Oh-oh-oh  I guess it's true that love was all you wanted ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",248106
